compound_id,source,class,assay,mw,alogp,tpsa,hbd,hba,fsp3,dose_uM,ic50_uM,active
C00497,bacteria,flavonoid,antibacterial,364.3,2.02,123.2328900681145,2,6,0.7132924176803396,1.47,200.0,False
C00498,plant,flavonoid,antimalarial,399.8,0.72,131.34733127676103,3,6,0.9102294610592228,14.75,200.0,False
C00499,plant,polyketide,antibacterial,413.6,2.12,84.79362555607948,1,7,0.2952321128085802,2.48,200.0,False
C00500,plant,peptide,anticancer,539.5,1.99,,4,7,0.7010439348242523,43.27,200.0,False
C00501,plant,polyketide,antimalarial,471.8,4.36,95.75385282648567,4,5,0.27528082242695,4.58,200.0,False
C00502,marine,polyketide,antimalarial,451.2,2.88,129.55081739902639,2,3,0.365544545488112,5.46,200.0,False
C00503,marine,polyketide,antimalarial,630.6,2.65,116.71835801685788,0,3,0.8236943784372825,0.43,160.174,False
C00504,plant,flavonoid,antimalarial,432.3,2.68,74.22932923490475,4,5,0.5117861376795013,49.59,93.768,False
C00505,marine,flavonoid,anticancer,401.5,1.5,100.69166372059055,4,8,0.7752114834609944,0.15,200.0,False
C00506,plant,peptide,anticancer,865.3,-0.61,217.016727762523,2,7,0.5307772171929304,0.12,200.0,False
C00507,plant,saponin,antimalarial,628.7,0.89,136.05598569196655,1,5,0.6747631404261167,0.91,200.0,False
C00508,fungi,alkaloid,antibacterial,155.6,2.7,66.27951180947346,3,6,0.43957068526977106,44.64,16.982,False
C00509,plant,alkaloid,antibacterial,293.4,3.51,69.13682363573479,4,6,0.7596976572204686,0.51,48.428,False
C00510,plant,saponin,antibacterial,908.3,0.49,151.03652159167743,0,8,0.8307684279711893,0.15,200.0,False
C00511,marine,peptide,antibacterial,302.6,-0.48,154.57032843986002,3,3,0.6091883874068923,0.73,200.0,False
C00512,marine,polyketide,antibacterial,509.1,3.47,126.66909927482763,0,6,0.3604431710474087,11.6,200.0,False
C00513,plant,peptide,anticancer,635.7,2.02,144.8844270973866,3,6,0.4001753925014982,13.62,200.0,False
C00514,marine,terpene,antibacterial,303.4,4.36,22.727421522366548,5,3,0.2852014012163763,0.16,103.102,False
C00515,marine,saponin,antimalarial,1083.8,0.71,180.0489382100592,3,3,0.5953168915530308,1.33,200.0,False
C00516,plant,flavonoid,antibacterial,339.9,2.11,67.21511891613106,3,8,0.5786923635066322,1.44,88.691,False
C00517,plant,terpene,antimalarial,290.7,4.01,26.742168894290153,2,6,0.3349936372513586,0.29,116.12,False
C00518,fungi,polyketide,antimalarial,319.0,2.99,79.37536246029899,2,5,0.6583546125692208,0.25,38.791,False
C00519,plant,alkaloid,antibacterial,334.6,2.75,67.97657844052229,6,5,0.3594229982015517,0.74,82.171,False
C00520,fungi,polyketide,anticancer,543.4,3.21,91.48332493991835,5,7,0.8389805975390758,1.09,165.442,False
C00521,plant,flavonoid,antibacterial,395.0,0.07,95.58700711207756,2,5,0.640316838755054,4.32,200.0,False
C00522,fungi,polyketide,antibacterial,314.3,3.71,65.12893977056822,2,8,0.7935014920392331,5.83,134.392,False
C00523,plant,peptide,anticancer,657.9,-0.08,191.95519466808628,3,4,0.3331248468011201,4.53,200.0,False
C00524,plant,terpene,antibacterial,215.1,2.26,28.921506272046628,6,3,0.27660616063395915,1.38,55.554,False
C00525,fungi,saponin,anticancer,559.4,3.01,199.93337253128877,3,5,0.11077668691654824,0.3,200.0,False
C00526,fungi,polyketide,antibacterial,455.1,3.31,83.3989305023773,4,3,0.6054237320953508,0.2,98.746,False
C00527,plant,polyketide,antibacterial,323.3,3.85,88.10739967897656,2,4,0.2514855466394113,0.23,144.181,False
C00528,bacteria,alkaloid,antimalarial,365.9,3.04,59.520852459037755,1,7,0.7451870923192645,9.61,118.731,False
C00529,plant,alkaloid,anticancer,256.5,2.0,30.812768815419435,5,8,0.5055534917352578,0.33,15.538,False
C00530,plant,polyketide,anticancer,364.7,1.81,86.03172717468905,2,6,0.6295956058344856,1.9,133.196,False
C00531,plant,saponin,antibacterial,691.4,0.31,133.16728142050198,1,5,0.22048345592364,0.46,200.0,False
C00532,plant,polyketide,antimalarial,576.3,3.05,121.39049740984325,1,3,0.35863397487311216,0.52,200.0,False
C00533,plant,saponin,antimalarial,467.7,1.08,170.48245265349786,1,3,,10.25,200.0,False
C00534,marine,alkaloid,antimalarial,438.9,3.29,24.638018648811624,2,6,0.6247749091453305,13.49,28.77,False
C00535,marine,peptide,antibacterial,603.5,1.27,208.7961505950518,0,5,0.2201583400461477,2.82,200.0,False
C00536,plant,peptide,anticancer,925.8,0.16,187.63548716872626,4,4,0.5461047780126645,4.87,200.0,False
C00537,plant,polyketide,anticancer,391.5,2.64,112.75467301857996,3,4,0.31233317850564674,5.18,200.0,False
C00538,plant,terpene,antibacterial,365.1,1.9,20.696288562324494,4,8,0.6398284746309364,14.27,73.756,False
C00539,marine,polyketide,antibacterial,382.8,3.09,122.77488927109677,2,7,0.4322819803383266,0.1,200.0,False
C00540,plant,flavonoid,antibacterial,425.4,2.18,200.55595285689492,3,5,0.41834302874027746,0.53,200.0,False
C00541,bacteria,polyketide,anticancer,390.9,2.95,,3,5,0.5650430475306449,13.94,155.285,False
C00542,fungi,polyketide,antimalarial,415.6,2.36,132.17681434999758,4,8,0.7088903193457488,49.94,65.836,False
C00543,fungi,terpene,antimalarial,451.2,3.38,17.415505863732385,4,6,0.4297474974335779,7.77,88.531,False
C00544,marine,flavonoid,anticancer,341.8,3.02,111.62539097796632,3,5,0.7225254278538518,16.8,200.0,False
C00545,marine,alkaloid,antibacterial,371.7,3.74,24.701373670947923,2,2,0.27877316342862346,0.32,76.9,False
C00546,plant,alkaloid,anticancer,316.3,2.45,59.88192263971151,1,2,0.5345162800928516,0.13,51.172,False
C00547,plant,peptide,antibacterial,760.9,1.59,204.67145834732293,1,1,0.25460060364550824,34.13,200.0,False
C00548,plant,alkaloid,antibacterial,363.4,3.31,57.066439320017096,2,1,0.5205165890452143,0.45,24.434,False
C00549,plant,alkaloid,antibacterial,332.8,2.95,58.4417452499148,2,5,0.2959165280470793,0.56,113.413,False
C00550,plant,flavonoid,antimalarial,310.8,0.29,101.17190872902023,1,6,0.4848151272749604,5.19,200.0,False
C00551,plant,terpene,antibacterial,402.7,4.74,20.1060177717994,5,3,0.6019929168091327,2.47,79.594,False
C00552,fungi,terpene,anticancer,188.8,4.55,33.46466576841079,3,6,0.2852445302094929,18.99,180.015,False
C00553,plant,peptide,antimalarial,704.4,1.59,177.7328444936771,0,6,0.12797800114137636,0.45,200.0,False
C00554,plant,peptide,antimalarial,468.0,1.16,165.8389654413877,1,5,0.4428100325192358,0.3,200.0,False
C00555,plant,saponin,antibacterial,927.7,2.51,141.68021712991313,0,2,0.5816961290808511,0.16,200.0,False
C00556,plant,peptide,antimalarial,665.9,1.62,154.94133163574912,3,8,0.5237679654654799,13.72,200.0,False
C00557,bacteria,terpene,antimalarial,398.5,3.87,21.11827791412026,4,8,0.2963661968485901,5.82,27.72,False
C00558,plant,alkaloid,antibacterial,308.0,1.44,64.12446959603749,1,4,0.6439829638038328,6.76,116.484,False
C00559,plant,saponin,antimalarial,829.6,2.11,117.0877399074716,3,9,0.41961428948104934,0.53,200.0,False
C00560,plant,flavonoid,anticancer,402.6,3.16,94.95182948569393,2,5,0.6299521573107576,0.34,200.0,False
C00561,plant,polyketide,anticancer,588.8,2.64,103.41116614677006,4,3,0.30113317927286576,9.28,137.26,False
C00562,plant,flavonoid,antibacterial,395.5,2.36,79.06986214659774,5,4,0.5649746518836364,14.56,62.894,False
C00563,plant,peptide,antibacterial,542.9,1.08,152.5656115007532,3,1,0.7115213417877306,0.6,200.0,False
C00564,plant,alkaloid,anticancer,383.9,2.88,56.92896213308511,4,4,0.3448436500554496,0.71,55.42,False
C00565,plant,terpene,antimalarial,314.7,-0.02,40.018466843651616,2,2,0.41876169317488765,13.87,200.0,False
C00566,marine,alkaloid,anticancer,326.4,3.83,44.98219707930569,2,7,0.6004679724776268,14.77,109.086,False
C00567,plant,peptide,anticancer,601.9,1.44,149.45880689161265,1,6,0.5809444707184442,0.29,200.0,False
C00568,fungi,polyketide,antibacterial,329.9,3.92,128.96657572163645,3,2,0.5474789019100298,0.51,200.0,False
C00569,plant,polyketide,anticancer,324.2,2.45,115.08890707493609,2,6,0.45201475905976074,11.18,200.0,False
C00570,plant,flavonoid,antimalarial,425.4,1.44,62.48975658903137,2,2,,8.09,200.0,False
C00571,marine,alkaloid,anticancer,268.9,2.05,37.105973260302335,2,5,0.4750564565482451,1.07,33.072,False
C00572,plant,peptide,anticancer,624.2,2.32,183.17629829542213,2,6,0.21884458112384256,14.45,200.0,False
C00573,bacteria,polyketide,antimalarial,503.6,1.77,122.05563939190057,1,5,0.49252359573467047,7.33,200.0,False
C00574,bacteria,polyketide,anticancer,288.7,3.57,97.99090584974465,2,3,0.01006032967558007,1.51,183.188,False
C00575,fungi,saponin,antibacterial,1227.0,0.2,187.25188809171877,4,5,0.7614864086466627,2.19,200.0,False
C00576,plant,terpene,antibacterial,293.2,3.36,22.919768594291927,2,5,0.8538088681698861,0.37,78.699,False
C00577,fungi,alkaloid,antimalarial,315.5,0.77,30.920391427918524,5,5,0.5638535919865568,1.25,104.158,False
C00578,fungi,polyketide,antimalarial,410.1,3.94,62.83972356680843,1,8,0.3067146311010445,0.2,200.0,False
C00579,marine,flavonoid,anticancer,381.7,0.79,108.92219088979924,0,8,0.41490476788859243,2.47,200.0,False
C00580,plant,terpene,antimalarial,250.0,3.06,39.170018313413884,3,8,0.6516275883941184,0.16,77.23,False
C00581,bacteria,terpene,anticancer,296.8,3.55,13.308665162596927,4,4,0.6059500688942441,0.11,4.963,True
C00582,bacteria,terpene,anticancer,407.6,2.49,18.355000264961493,2,4,0.3363056145068617,39.76,75.013,False
C00583,plant,saponin,antimalarial,776.8,1.49,160.57326777539583,3,5,0.7134634156371896,0.23,200.0,False
C00584,plant,peptide,anticancer,527.7,1.81,166.3630133143273,4,6,0.6188055164187631,0.73,200.0,False
C00585,plant,flavonoid,anticancer,345.3,2.89,102.93654028412125,4,1,0.5811384290254107,24.23,154.303,False
C00586,marine,peptide,anticancer,685.5,0.58,173.35482598308963,2,4,0.40475532164776723,0.17,200.0,False
C00587,bacteria,peptide,antibacterial,826.7,0.48,191.46789033551886,2,9,0.4742837085214091,3.59,200.0,False
C00588,bacteria,polyketide,antibacterial,558.0,2.73,56.65689023122701,0,3,0.3334873081633825,2.23,40.39,False
C00589,fungi,terpene,antimalarial,340.5,3.43,30.181514822362224,3,4,0.5118650111244246,3.84,200.0,False
C00590,fungi,peptide,antibacterial,742.8,0.88,168.4029881822367,3,4,0.34330084229216357,5.86,200.0,False
C00591,fungi,terpene,anticancer,264.4,3.15,30.28987398747727,5,6,0.707118470541019,2.19,33.576,False
C00592,fungi,alkaloid,antibacterial,346.7,2.73,79.59840129019156,1,5,0.4822095120584409,27.22,111.024,False
C00593,bacteria,flavonoid,anticancer,355.6,2.2,147.76695594577583,1,4,0.5161574763391299,5.41,200.0,False
C00594,fungi,polyketide,antibacterial,446.3,3.12,158.72144874502538,1,2,0.5397994582492338,0.26,200.0,False
C00595,plant,flavonoid,antimalarial,326.2,2.45,68.17293923731997,4,6,0.5380229968745917,3.66,200.0,False
C00596,fungi,terpene,anticancer,244.1,7.0,23.773482599869798,0,5,0.19166376001671032,0.14,200.0,False
C00597,plant,flavonoid,anticancer,330.2,1.79,121.13386210387168,1,4,0.7281703082200368,0.51,200.0,False
C00598,marine,alkaloid,antibacterial,288.8,1.9,74.77178789073386,6,5,0.49334871288276555,27.43,92.605,False
C00599,fungi,alkaloid,antimalarial,429.3,4.4,39.3959853804693,3,7,0.3650574361705728,0.14,200.0,False
C00600,plant,alkaloid,antimalarial,288.3,2.49,56.27924530443231,0,2,0.2817724118418463,0.84,44.249,False
C00601,bacteria,polyketide,antibacterial,398.7,2.17,111.63519713188583,2,2,0.3386857038692567,0.15,200.0,False
C00602,marine,flavonoid,antimalarial,349.4,1.39,144.28966926092085,4,3,0.35248400755700937,25.86,200.0,False
C00603,plant,terpene,anticancer,264.3,4.8,45.929599146905,3,3,0.4763177021734172,0.14,122.382,False
C00604,plant,saponin,anticancer,717.6,1.16,153.00796049741538,2,0,0.30307528246893706,3.33,200.0,False
C00605,plant,polyketide,antibacterial,375.9,2.79,113.3037069446283,1,4,0.4954152215651811,1.77,200.0,False
C00606,plant,peptide,antimalarial,627.0,0.88,122.42341097782568,4,7,0.5024646200549099,24.04,200.0,False
C00607,plant,polyketide,anticancer,355.5,4.08,94.99301624137667,2,4,0.33642107289646916,0.13,200.0,False
C00608,plant,saponin,antibacterial,665.9,1.42,159.42396041413673,4,7,0.9114911021981327,0.11,200.0,False
C00609,bacteria,alkaloid,anticancer,459.1,2.53,67.45841170976848,3,0,0.4497211315063989,16.87,50.395,False
C00610,plant,flavonoid,anticancer,353.3,2.67,59.96520871535082,2,5,0.5396526924821097,0.31,178.152,False
C00611,bacteria,saponin,anticancer,961.4,2.18,143.9063106468294,5,8,0.49485797656042274,1.53,200.0,False
C00612,fungi,terpene,antibacterial,343.9,3.72,26.07796832089795,2,8,0.44107273406664765,28.73,191.123,False
C00613,bacteria,saponin,anticancer,491.9,1.11,117.19472745572216,3,4,0.6062173987954256,0.72,200.0,False
C00614,plant,alkaloid,anticancer,407.4,1.91,85.50456143658448,2,3,0.7457082669132145,0.38,163.572,False
C00615,plant,alkaloid,antibacterial,297.2,2.78,51.12659768032547,2,6,0.457803988588388,17.0,17.254,False
C00616,marine,peptide,antimalarial,323.3,1.1,142.62947009287487,2,3,0.30195907485184437,14.67,200.0,False
C00617,plant,flavonoid,antibacterial,432.8,1.27,126.81616881209918,1,4,0.5802038637262215,48.26,200.0,False
C00618,plant,terpene,antimalarial,445.5,3.89,28.267823057116914,3,2,0.044995215956069035,13.83,154.709,False
C00619,marine,saponin,anticancer,942.0,1.32,202.03779447307375,4,5,0.502647810916731,4.16,200.0,False
C00620,fungi,alkaloid,anticancer,361.5,1.98,63.2802118704454,5,5,0.4339697561353516,0.36,77.2,False
C00621,plant,saponin,anticancer,846.7,2.75,175.75853391866397,5,8,0.5355330715436293,10.78,200.0,False
C00622,plant,flavonoid,antibacterial,316.4,2.69,68.82924155712688,2,6,0.1717237667940653,3.14,200.0,False
C00623,bacteria,flavonoid,antibacterial,375.0,0.72,123.3514160877809,5,4,0.3840833802158672,1.38,200.0,False
C00624,plant,flavonoid,anticancer,348.1,1.29,147.72384059045834,3,5,0.2669303183997464,3.81,200.0,False
C00625,marine,terpene,antibacterial,213.3,3.81,19.610419115713864,5,2,0.36312220739569817,0.26,54.269,False
C00626,plant,terpene,antibacterial,297.1,4.18,42.045051625937674,1,5,0.5860625543612037,33.15,69.65,False
C00627,marine,peptide,antibacterial,750.2,0.62,131.16904276821862,5,5,0.4300758862360359,1.01,200.0,False
C00628,plant,alkaloid,anticancer,424.7,1.65,78.65393775155005,2,6,0.35054670678328564,32.45,118.986,False
C00629,fungi,alkaloid,antimalarial,342.3,2.47,33.339181480410545,4,7,0.7027297054704693,12.74,12.9,False
C00630,plant,alkaloid,anticancer,282.2,1.74,49.04947454868373,2,1,0.47064482686082776,5.63,5.48,False
C00631,fungi,polyketide,antimalarial,387.6,3.78,86.24390305744203,4,6,0.06691104874438913,0.58,89.581,False
C00632,marine,peptide,anticancer,749.0,1.5,103.63176106015375,2,6,0.260847048917792,7.76,200.0,False
C00633,plant,terpene,anticancer,266.7,3.46,33.982837596341085,0,3,0.5480790937678437,0.98,94.219,False
C00634,plant,polyketide,anticancer,459.4,3.14,186.1532154216136,1,9,0.5528907061599634,30.14,200.0,False
C00635,marine,polyketide,antibacterial,568.8,2.72,66.40279565108199,2,4,0.5097770087778807,0.94,127.33,False
C00636,fungi,alkaloid,antibacterial,360.5,3.83,59.90910700555228,3,10,0.5172107768297879,20.84,107.693,False
C00637,plant,flavonoid,antimalarial,451.4,0.89,,0,7,0.2873371559907607,0.13,200.0,False
C00638,fungi,saponin,antimalarial,704.3,0.09,156.66751109012407,1,7,0.44589262830567095,15.13,200.0,False
C00639,plant,flavonoid,anticancer,390.5,3.0,117.3388479706003,1,6,0.22938630070675292,2.25,200.0,False
C00640,bacteria,saponin,anticancer,629.1,1.27,177.72862018779102,2,7,0.29842317627001996,4.18,200.0,False
C00641,plant,terpene,antibacterial,237.5,3.93,29.507961504122495,3,3,0.28319460962149834,4.74,81.523,False
C00642,marine,flavonoid,antibacterial,358.9,0.66,92.26913363495962,1,3,0.2968782880496635,44.89,200.0,False
C00643,fungi,alkaloid,anticancer,473.2,1.39,49.232178219848905,0,1,0.3947704882165182,4.73,64.911,False
C00644,marine,alkaloid,antimalarial,264.4,2.46,93.60792301469507,3,6,0.41696119137690746,36.15,200.0,False
C00645,plant,flavonoid,antibacterial,418.0,1.13,117.39539705219133,2,4,0.30308701289569023,8.12,200.0,False
C00646,marine,terpene,antibacterial,328.9,5.19,8.858194122633776,4,7,0.6739529520959333,1.64,200.0,False
C00647,fungi,terpene,antibacterial,341.0,4.95,29.004918017082257,2,6,0.3704490291556494,30.57,130.036,False
C00648,plant,terpene,antibacterial,184.8,4.32,20.64739439818136,3,2,0.7632738492149163,11.02,171.204,False
C00649,plant,terpene,antibacterial,215.1,5.55,29.30014304213952,1,6,0.6571609805216141,7.71,200.0,False
C00650,bacteria,alkaloid,antibacterial,387.1,1.86,74.10279106682785,3,6,0.21985344403316054,30.14,78.122,False
C00651,marine,flavonoid,antibacterial,380.8,2.5,138.94325316350955,3,5,0.6337629250761325,0.33,200.0,False
C00652,plant,saponin,antibacterial,999.7,1.95,187.33348436009658,3,6,0.18235357401696112,0.31,200.0,False
C00653,marine,alkaloid,antibacterial,354.5,1.18,63.58476816866142,1,5,0.7432801624991856,4.27,200.0,False
C00654,plant,polyketide,antibacterial,541.3,1.4,98.11793407972029,2,5,0.5220032902473786,0.88,188.596,False
C00655,plant,terpene,antibacterial,392.1,4.22,34.53865901899499,1,7,0.26095642291692,0.26,97.592,False
C00656,bacteria,polyketide,antimalarial,389.9,3.3,98.45979142914852,2,3,0.024190417695173938,0.54,127.111,False
C00657,plant,flavonoid,anticancer,353.8,2.18,105.32681904020797,3,3,0.37687998165204323,0.13,200.0,False
C00658,plant,flavonoid,anticancer,453.9,3.68,106.4376085292427,7,3,0.18845892608285014,17.71,200.0,False
C00659,plant,terpene,antimalarial,322.4,2.77,17.80422684393842,3,7,0.670778727173291,0.21,80.382,False
C00660,plant,saponin,antibacterial,1152.5,0.57,142.77276750957546,4,4,0.20875723420915415,0.12,200.0,False
C00661,plant,flavonoid,antibacterial,412.9,3.41,119.97902112723212,3,9,0.40843626839361225,3.14,200.0,False
C00662,plant,alkaloid,antimalarial,346.8,4.17,45.458761409762666,4,0,0.5500414618450142,0.52,195.936,False
C00663,plant,alkaloid,antimalarial,330.5,0.47,74.07829647663108,3,4,0.4550702885850089,0.26,81.995,False
C00664,plant,peptide,antimalarial,569.6,1.07,173.9314166892498,4,4,0.5040277128257203,2.52,200.0,False
C00665,plant,flavonoid,anticancer,463.6,2.47,131.04232607373135,3,6,0.4033094647031105,1.33,200.0,False
C00666,plant,alkaloid,antimalarial,334.8,3.96,,6,8,0.5943053679433199,1.11,200.0,False
C00667,marine,terpene,anticancer,338.7,1.85,27.527024664016977,5,5,0.2678582761169541,6.07,97.041,False
C00668,bacteria,peptide,antibacterial,529.5,1.3,128.3659824630693,0,3,0.5636474859612496,0.28,200.0,False
C00669,plant,terpene,antibacterial,257.5,3.11,34.18116738585759,3,7,0.21394912939831645,2.1,130.337,False
C00670,fungi,alkaloid,antibacterial,416.2,1.15,52.42115402542903,3,8,0.4860137304277119,30.4,104.814,False
C00671,fungi,flavonoid,antimalarial,435.1,2.53,68.1711878829068,0,0,0.22634096217566455,0.94,200.0,False
C00672,plant,flavonoid,antimalarial,416.1,0.6,111.53568075568806,1,6,,9.64,200.0,False
C00673,plant,alkaloid,antibacterial,389.8,2.62,53.678455647478934,2,6,0.5661785795825671,1.03,22.841,False
C00674,bacteria,saponin,antibacterial,715.6,1.07,166.37480695224264,1,3,0.6939694667837526,0.45,200.0,False
C00675,plant,terpene,antimalarial,267.1,3.88,26.977197182737914,3,4,0.09517668006707536,1.14,114.358,False
C00676,marine,alkaloid,antibacterial,294.2,4.76,37.56747202826098,0,6,0.29861823837118573,0.16,91.655,False
C00677,plant,peptide,antibacterial,690.1,1.05,125.4263553371706,4,5,0.25758290046188537,0.59,200.0,False
C00678,fungi,saponin,antibacterial,900.3,0.52,139.03311262801284,4,5,0.6885581840955601,0.68,200.0,False
C00679,bacteria,peptide,anticancer,482.9,1.48,132.61068427459782,3,3,0.2786537801526395,17.32,200.0,False
C00680,bacteria,flavonoid,antibacterial,384.2,1.33,,2,6,0.588174526201236,19.93,120.98,False
C00681,plant,alkaloid,anticancer,447.6,0.45,59.264841462074486,3,4,0.347586019759493,11.64,200.0,False
C00682,fungi,terpene,antibacterial,333.6,4.43,22.030253176112687,2,5,0.16474566717146422,2.19,134.427,False
C00683,plant,terpene,antimalarial,257.8,5.25,14.685083515874972,4,4,0.47083469620094315,0.16,200.0,False
C00684,marine,peptide,antibacterial,709.8,0.21,200.77810483155935,3,5,0.22432803958016162,7.24,200.0,False
C00685,plant,saponin,antibacterial,1130.1,1.7,168.09539624886102,6,6,0.5927815982715627,2.28,200.0,False
C00686,plant,saponin,anticancer,682.5,1.07,141.13254660788027,2,5,0.6118819764972645,15.17,200.0,False
C00687,marine,flavonoid,antimalarial,323.7,1.75,122.70054643605094,5,6,0.7112244445612399,2.0,200.0,False
C00688,plant,terpene,antibacterial,209.2,3.26,18.610992742261082,2,2,0.24845578234492574,0.13,41.19,False
C00689,plant,alkaloid,anticancer,276.2,1.19,74.03956174185144,2,6,0.7587754061919002,2.53,100.375,False
C00690,bacteria,terpene,anticancer,297.3,2.98,12.56905616417628,1,6,0.6389525961953666,0.22,16.449,False
C00691,plant,alkaloid,antibacterial,393.9,3.82,76.15008500571489,3,4,0.09463812479531186,25.44,200.0,False
C00692,plant,alkaloid,antimalarial,365.1,2.71,69.55488923267126,2,5,,0.14,142.517,False
C00693,plant,alkaloid,antimalarial,426.0,2.0,73.38064257239625,3,0,0.7804159326695461,1.49,68.342,False
C00694,plant,flavonoid,antibacterial,412.9,1.86,136.50161384445428,5,5,0.24327295116470618,0.23,200.0,False
C00695,plant,flavonoid,antimalarial,381.3,0.95,117.98453084274723,2,4,0.5128453462272757,3.26,200.0,False
C00696,fungi,polyketide,antibacterial,373.5,3.44,66.0703405718551,3,0,0.18317634406320904,0.14,77.82,False
C00697,bacteria,alkaloid,anticancer,375.5,2.5,51.23301345268381,4,6,0.42137207321057396,43.93,82.505,False
C00698,fungi,alkaloid,antibacterial,417.5,1.59,53.08878282348883,2,4,0.4844701048317897,5.75,95.964,False
C00699,fungi,polyketide,anticancer,514.4,4.03,61.84795322316597,2,6,0.569933817182184,18.1,191.145,False
C00700,plant,polyketide,antibacterial,266.3,4.97,78.90505197153256,3,5,0.28514643270129947,1.06,200.0,False
C00701,fungi,polyketide,antibacterial,402.2,3.37,89.68620400366358,3,6,0.4424310258941443,0.85,106.6,False
C00702,marine,polyketide,antibacterial,413.4,3.93,85.43141839064964,4,5,0.26389389783967854,1.28,200.0,False
C00703,fungi,polyketide,anticancer,335.7,1.9,124.39701559939644,4,4,0.523285635052712,0.12,143.438,False
C00704,marine,terpene,anticancer,369.0,4.88,35.26385334712208,2,6,0.5788243306584562,7.5,200.0,False
C00705,fungi,polyketide,antibacterial,347.1,4.18,64.63962539965408,3,7,0.46198505912048343,2.86,200.0,False
C00706,plant,alkaloid,antimalarial,352.7,2.66,79.31837946649698,4,0,0.6745462804141499,4.62,25.482,False
C00707,fungi,alkaloid,antibacterial,412.6,4.0,67.51249362647695,2,5,0.596851508929445,0.68,200.0,False
C00708,plant,polyketide,antimalarial,479.6,3.85,112.14150940546499,3,4,0.5210527506114812,0.14,200.0,False
C00709,plant,alkaloid,antibacterial,374.9,2.16,47.99603365394582,2,3,0.6770283123750076,6.26,26.7,False
C00710,fungi,terpene,anticancer,215.5,5.37,26.381102556358027,3,8,0.20223288253417665,17.9,200.0,False
C00711,marine,flavonoid,antibacterial,411.3,1.29,143.035654329554,5,7,0.44041418317328684,1.21,200.0,False
C00712,plant,terpene,anticancer,381.1,3.38,13.116558127594143,3,3,0.09747529403678051,1.25,163.66,False
C00713,fungi,peptide,antibacterial,444.9,2.15,159.38434351046723,1,3,,0.5,200.0,False
C00714,marine,polyketide,antimalarial,281.8,4.33,144.05830318828748,3,7,0.3546796588184142,0.41,200.0,False
C00715,plant,terpene,antimalarial,352.9,4.36,25.278094362123543,3,4,0.6108958183464561,10.24,79.793,False
C00716,plant,flavonoid,antimalarial,377.3,1.35,84.67704966293954,4,4,0.3602136820053484,2.86,200.0,False
C00717,plant,peptide,antimalarial,467.5,1.29,205.1765121207294,0,1,0.32107810514689505,45.8,200.0,False
C00718,fungi,polyketide,antimalarial,354.8,3.66,126.78880139543267,1,5,0.4288493130889705,4.47,200.0,False
C00719,fungi,terpene,antibacterial,228.8,5.61,12.362916559499745,2,7,0.42145524689970265,0.3,200.0,False
C00720,fungi,peptide,antibacterial,599.9,1.36,167.100455969425,0,4,0.5493323474938417,0.51,200.0,False
C00721,plant,polyketide,anticancer,381.0,3.44,65.82364725769716,4,5,0.2749033251905386,6.64,200.0,False
C00722,marine,saponin,antibacterial,752.3,2.21,221.7789700321445,0,8,0.1511837043845436,0.91,200.0,False
C00723,bacteria,polyketide,antibacterial,453.0,4.45,11.399562320547432,1,7,0.1330208788226302,7.98,200.0,False
C00724,plant,peptide,antibacterial,392.1,1.48,154.9973951276525,0,8,0.6751274900188685,5.91,200.0,False
C00725,plant,terpene,antimalarial,297.8,4.34,0.0,2,6,0.19818907804711222,12.98,33.721,False
C00726,plant,polyketide,anticancer,309.4,2.35,125.35989207503326,4,7,0.3559313400679861,4.21,200.0,False
C00727,marine,peptide,antimalarial,598.1,1.81,189.98906212581713,3,2,0.2291510518243737,2.2,200.0,False
C00728,bacteria,alkaloid,antibacterial,483.2,2.67,68.2881939936985,4,3,0.6218465442841218,2.31,64.544,False
C00729,plant,terpene,antibacterial,293.9,3.89,37.463808025021535,3,2,0.33608500650485473,0.52,86.934,False
C00730,plant,polyketide,antibacterial,552.0,3.63,114.90190295427476,0,9,0.690456551073052,0.34,191.843,False
C00731,plant,alkaloid,antibacterial,312.5,3.72,73.44483734118388,3,5,,17.93,37.868,False
C00732,plant,peptide,antibacterial,672.9,1.56,191.0852916476775,0,5,0.506436231619124,6.82,200.0,False
C00733,bacteria,polyketide,antibacterial,414.2,4.06,82.43025247101373,2,3,0.5976223908892225,3.57,187.403,False
C00734,plant,saponin,anticancer,568.7,2.4,138.04462416282044,2,3,0.6390896245884893,13.59,200.0,False
C00735,plant,flavonoid,antibacterial,343.4,2.81,99.56268903421365,2,0,0.21188353562310364,0.18,200.0,False
C00736,plant,terpene,antimalarial,347.5,1.45,37.09234950205585,3,9,0.3752587072994981,4.14,46.342,False
C00737,fungi,saponin,antibacterial,772.0,1.61,164.22924578826255,1,5,0.4320838737775721,18.62,200.0,False
C00738,marine,flavonoid,antibacterial,327.7,2.33,84.70963969629862,5,5,0.08619629080365682,3.5,157.401,False
C00739,plant,peptide,anticancer,412.3,1.22,174.24358659202605,3,2,0.5888868159624785,23.15,200.0,False
C00740,plant,terpene,antibacterial,350.1,5.55,10.513790025422093,4,5,0.5253299524332342,0.22,200.0,False
C00741,plant,flavonoid,antibacterial,412.5,1.75,111.52714808840699,4,6,0.5490051586742248,36.93,200.0,False
C00742,bacteria,flavonoid,anticancer,442.0,1.79,112.4677877462826,4,5,0.17258876356531544,0.61,200.0,False
